id_exploitation,region,culture_principale,type_sol,type_stockage,superficie_ha,distance_marche_km,pluviometrie_mm,age_exploitant,irrigation,formation_recue,delai_avant_vente_j,reclamation_appui_urgence,perte_elevee
EXP01448,Plateaux,riz,sableux,case traditionnelle,3.0,9.4,1095.0,56,0,1,18.0,0,0
EXP01449,Centrale,maïs,ferrugineux,magasin communautaire,3.41,55.6,1022.0,31,0,0,7.0,0,0
EXP01450,Maritime,maïs,hydromorphe,magasin communautaire,1.45,5.2,1106.0,70,0,0,14.0,0,0
EXP01451,Kara,manioc,argileux,case traditionnelle,3.32,11.5,1215.0,28,0,1,14.0,0,0
EXP01452,Centrale,maïs,,case traditionnelle,2.12,29.9,1292.0,55,1,1,19.0,0,0
EXP01453,Kara,manioc,argileux,case traditionnelle,1.41,40.1,1057.0,50,0,0,11.0,0,1
EXP01454,Savanes,manioc,hydromorphe,magasin communautaire,0.71,17.6,874.0,23,0,1,31.0,0,0
EXP01455,Plateaux,riz,ferrugineux,aucun,0.87,28.2,395.0,59,0,0,19.0,1,1
EXP01456,Maritime,maïs,ferrugineux,magasin communautaire,7.02,10.6,1185.0,23,0,1,31.0,0,0
EXP01457,Maritime,sorgho,ferrugineux,silo métallique,2.06,0.8,1074.0,45,1,0,19.0,0,0
EXP01458,Plateaux,manioc,argileux,silo métallique,3.35,26.5,987.0,61,0,1,20.0,0,0
EXP01459,Savanes,riz,,case traditionnelle,2.26,12.3,785.0,25,0,1,4.0,0,0
EXP01460,Plateaux,maïs,argileux,magasin communautaire,7.14,9.7,1182.0,37,0,0,18.0,0,0
EXP01461,Kara,manioc,sableux,magasin communautaire,1.41,9.1,888.0,45,0,0,14.0,0,0
EXP01462,Centrale,maïs,hydromorphe,magasin communautaire,2.72,20.0,,67,0,1,33.0,0,0
EXP01463,Maritime,riz,hydromorphe,case traditionnelle,1.79,19.8,937.0,38,0,1,30.0,0,0
EXP01464,Plateaux,maïs,argileux,aucun,5.06,12.5,1058.0,25,0,0,36.0,1,1
EXP01465,Centrale,igname,argileux,aucun,3.33,17.0,674.0,25,0,1,,0,0
EXP01466,Centrale,maïs,sableux,case traditionnelle,2.65,5.1,1085.0,29,0,0,15.0,1,1
EXP01467,Plateaux,manioc,argileux,case traditionnelle,0.96,10.8,777.0,64,0,0,38.0,0,0
EXP01468,Maritime,maïs,hydromorphe,case traditionnelle,9.25,5.3,785.0,59,0,1,8.0,0,0
EXP01469,Kara,riz,hydromorphe,silo métallique,2.31,5.2,1162.0,40,1,0,33.0,0,0
EXP01470,Maritime,manioc,argileux,magasin communautaire,1.24,15.9,711.0,63,0,1,31.0,0,0
EXP01471,Savanes,manioc,hydromorphe,case traditionnelle,0.71,13.0,1162.0,66,1,1,14.0,0,0
EXP01472,Maritime,maïs,argileux,silo métallique,0.85,8.9,974.0,64,0,0,44.0,0,0
EXP01473,Maritime,maïs,hydromorphe,case traditionnelle,2.64,,554.0,19,0,0,32.0,1,1
EXP01474,Plateaux,maïs,hydromorphe,magasin communautaire,5.12,16.8,1277.0,24,0,1,5.0,0,0
EXP01475,Plateaux,igname,ferrugineux,case traditionnelle,3.18,20.2,1024.0,56,0,0,40.0,1,1
EXP01476,Plateaux,manioc,sableux,magasin communautaire,0.75,18.1,,38,0,0,14.0,0,0
EXP01477,Plateaux,maïs,hydromorphe,magasin communautaire,2.63,2.7,1192.0,27,1,0,20.0,0,0
EXP01478,Savanes,igname,hydromorphe,case traditionnelle,6.16,1.3,1310.0,52,1,0,20.0,1,0
EXP01479,Plateaux,maïs,sableux,magasin communautaire,2.01,6.7,998.0,37,0,0,23.0,0,0
EXP01480,Plateaux,manioc,ferrugineux,aucun,3.18,1.3,1098.0,66,0,0,39.0,0,0
EXP01481,Plateaux,riz,ferrugineux,magasin communautaire,2.07,32.5,1039.0,48,0,1,20.0,0,0
EXP01482,Maritime,igname,argileux,aucun,3.68,10.1,868.0,31,0,0,14.0,0,0
EXP01483,Centrale,riz,sableux,magasin communautaire,1.4,4.1,570.0,67,0,0,7.0,0,0
EXP01484,Maritime,manioc,sableux,silo métallique,0.22,10.0,,50,0,0,10.0,0,0
EXP01485,Centrale,igname,ferrugineux,case traditionnelle,1.01,2.1,1281.0,34,0,1,30.0,0,0
EXP01486,Maritime,maïs,sableux,silo métallique,1.82,4.1,1090.0,26,0,0,35.0,0,0
EXP01487,Savanes,igname,hydromorphe,case traditionnelle,2.45,9.5,694.0,47,0,0,11.0,1,1
EXP01488,Plateaux,sorgho,sableux,case traditionnelle,1.88,8.3,1213.0,57,0,1,27.0,0,1
EXP01489,Savanes,igname,ferrugineux,case traditionnelle,1.85,9.4,876.0,62,0,0,10.0,0,0
EXP01490,Plateaux,maïs,sableux,case traditionnelle,5.14,17.2,448.0,25,0,0,3.0,0,0
EXP01491,Maritime,maïs,,aucun,1.14,23.7,1194.0,41,0,1,4.0,0,0
EXP01492,Kara,riz,hydromorphe,aucun,2.64,13.6,723.0,70,1,0,32.0,0,0
EXP01493,Centrale,manioc,ferrugineux,silo métallique,0.79,,,53,0,0,3.0,0,0
EXP01494,Kara,manioc,argileux,case traditionnelle,4.2,8.4,1225.0,23,0,0,25.0,0,0
EXP01495,Plateaux,igname,sableux,aucun,3.12,26.7,895.0,66,0,1,18.0,1,1
EXP01496,Centrale,riz,sableux,silo métallique,9.13,13.8,1060.0,54,0,1,34.0,0,0
EXP01497,Kara,maïs,argileux,case traditionnelle,1.11,22.3,1532.0,42,0,0,17.0,0,0
EXP01498,Centrale,manioc,sableux,magasin communautaire,7.36,8.6,1190.0,59,0,1,22.0,0,0
EXP01499,Plateaux,maïs,ferrugineux,silo métallique,1.23,13.3,1007.0,52,0,1,18.0,0,0
EXP01500,Centrale,maïs,hydromorphe,case traditionnelle,2.0,43.5,1643.0,32,1,0,20.0,0,0
EXP01501,Centrale,maïs,argileux,magasin communautaire,0.89,13.3,978.0,60,0,0,15.0,0,0
EXP01502,Savanes,sorgho,hydromorphe,silo métallique,9.05,23.5,1090.0,32,0,0,22.0,0,0
EXP01503,Plateaux,riz,argileux,case traditionnelle,3.45,25.5,725.0,30,0,0,12.0,0,0
EXP01504,Plateaux,manioc,ferrugineux,magasin communautaire,3.48,19.0,548.0,49,0,0,29.0,1,1
EXP01505,Kara,manioc,hydromorphe,magasin communautaire,1.32,21.4,881.0,19,0,0,,0,0
EXP01506,Plateaux,riz,hydromorphe,silo métallique,0.37,8.6,959.0,51,0,0,28.0,1,0
EXP01507,Kara,sorgho,sableux,aucun,1.94,6.5,1029.0,47,0,0,8.0,1,1
EXP01508,Plateaux,igname,ferrugineux,aucun,1.67,5.4,609.0,56,0,0,11.0,0,0
EXP01509,Maritime,manioc,ferrugineux,magasin communautaire,0.55,16.7,1109.0,27,0,1,4.0,0,0
EXP01510,Kara,sorgho,sableux,magasin communautaire,2.03,13.0,,49,1,1,20.0,0,0
EXP01511,Maritime,manioc,hydromorphe,magasin communautaire,2.65,15.9,,41,0,0,19.0,0,0
EXP01512,Maritime,manioc,argileux,magasin communautaire,3.62,4.6,1174.0,28,0,1,10.0,0,0
EXP01513,Centrale,sorgho,argileux,case traditionnelle,0.4,7.4,855.0,42,0,0,16.0,0,0
EXP01514,Kara,manioc,hydromorphe,silo métallique,0.94,23.1,719.0,67,0,0,7.0,0,0
EXP01515,Savanes,manioc,sableux,silo métallique,1.36,14.5,1320.0,61,0,1,31.0,1,0
EXP01516,Maritime,maïs,hydromorphe,magasin communautaire,5.3,13.8,1159.0,27,0,1,,0,0
EXP01517,Maritime,manioc,hydromorphe,aucun,5.23,10.7,986.0,63,0,1,,1,0
EXP01518,Savanes,manioc,sableux,silo métallique,3.33,6.8,,48,0,0,13.0,0,0
EXP01519,Maritime,riz,hydromorphe,case traditionnelle,2.01,27.3,970.0,21,0,0,3.0,1,1
EXP01520,Maritime,manioc,ferrugineux,case traditionnelle,5.52,30.3,801.0,66,0,1,27.0,1,0
EXP01521,Plateaux,maïs,hydromorphe,case traditionnelle,3.05,13.4,710.0,46,0,1,8.0,0,0
EXP01522,Plateaux,sorgho,argileux,case traditionnelle,5.31,11.5,924.0,66,0,0,29.0,0,0
EXP01523,Savanes,maïs,hydromorphe,magasin communautaire,3.43,31.8,1135.0,24,0,0,4.0,0,0
EXP01524,Kara,igname,hydromorphe,case traditionnelle,0.61,7.5,1284.0,27,0,0,6.0,0,0
EXP01525,Kara,maïs,sableux,case traditionnelle,0.36,9.0,956.0,65,0,0,5.0,0,0
EXP01526,Maritime,manioc,ferrugineux,case traditionnelle,1.86,22.4,1241.0,31,0,0,7.0,0,0
EXP01527,Plateaux,manioc,hydromorphe,silo métallique,4.56,8.9,899.0,47,1,0,63.0,0,0
EXP01528,Plateaux,sorgho,ferrugineux,silo métallique,1.66,12.8,,50,0,0,14.0,0,0
EXP01529,Maritime,maïs,argileux,case traditionnelle,6.24,1.7,636.0,68,1,1,24.0,0,0
EXP01530,Maritime,igname,argileux,case traditionnelle,4.28,30.8,829.0,36,0,0,6.0,0,0
EXP01531,Plateaux,manioc,argileux,case traditionnelle,5.87,21.1,646.0,58,0,0,9.0,1,1
EXP01532,Maritime,manioc,ferrugineux,case traditionnelle,1.9,26.1,1432.0,57,0,0,,0,0
EXP01533,Centrale,manioc,sableux,case traditionnelle,1.17,6.0,1055.0,55,1,1,14.0,0,0
EXP01534,Kara,maïs,sableux,case traditionnelle,1.04,35.1,927.0,46,0,0,17.0,0,0
EXP01535,Maritime,manioc,argileux,case traditionnelle,3.66,12.0,1363.0,22,1,1,21.0,0,0
EXP01536,Plateaux,maïs,ferrugineux,aucun,0.65,27.6,637.0,32,0,0,44.0,1,1
EXP01537,Kara,maïs,sableux,magasin communautaire,0.69,16.3,917.0,48,0,0,1.0,0,0
EXP01538,Kara,riz,ferrugineux,aucun,1.58,21.8,1430.0,40,0,1,32.0,0,0
EXP01539,Kara,manioc,sableux,case traditionnelle,2.97,17.2,915.0,28,0,0,37.0,0,0
EXP01540,Plateaux,maïs,argileux,case traditionnelle,1.37,8.8,1537.0,54,1,0,23.0,0,0
EXP01541,Kara,maïs,ferrugineux,aucun,5.24,3.1,,42,1,1,12.0,0,0
EXP01542,Maritime,maïs,ferrugineux,case traditionnelle,5.93,29.0,1263.0,59,0,0,19.0,0,0
EXP01543,Plateaux,maïs,argileux,magasin communautaire,0.27,0.9,,47,0,0,6.0,0,0
EXP01544,Maritime,riz,ferrugineux,aucun,3.48,23.4,950.0,38,0,1,2.0,0,0
EXP01545,Plateaux,maïs,sableux,magasin communautaire,1.66,29.0,833.0,24,0,0,,0,0
EXP01546,Plateaux,igname,sableux,case traditionnelle,4.7,3.9,922.0,24,0,0,1.0,0,0
EXP01547,Maritime,maïs,hydromorphe,magasin communautaire,3.56,9.2,713.0,45,1,1,10.0,0,0
EXP01548,Kara,maïs,argileux,case traditionnelle,2.87,3.5,934.0,37,0,1,6.0,0,0
EXP01549,Plateaux,sorgho,argileux,case traditionnelle,2.31,7.8,949.0,56,1,0,12.0,1,1
EXP01550,Maritime,maïs,hydromorphe,case traditionnelle,0.69,25.8,1355.0,51,1,0,13.0,0,0
EXP01551,Maritime,manioc,ferrugineux,aucun,10.0,21.6,1092.0,33,0,1,5.0,0,0
EXP01552,Plateaux,igname,ferrugineux,silo métallique,0.93,19.7,1517.0,58,0,1,22.0,0,0
EXP01553,Plateaux,igname,ferrugineux,case traditionnelle,7.41,9.3,432.0,48,0,0,35.0,1,1
EXP01554,Plateaux,riz,argileux,case traditionnelle,4.05,1.0,658.0,64,0,0,6.0,0,0
EXP01555,Maritime,maïs,sableux,silo métallique,1.73,,865.0,68,0,0,,0,0
EXP01556,Kara,manioc,sableux,aucun,1.53,10.7,1308.0,69,0,0,,0,0
EXP01557,Savanes,igname,ferrugineux,case traditionnelle,0.67,5.4,924.0,25,0,1,2.0,0,0
EXP01558,Plateaux,igname,argileux,case traditionnelle,2.61,23.6,598.0,46,1,1,15.0,0,0
EXP01559,Centrale,maïs,sableux,aucun,0.65,35.9,891.0,20,0,0,32.0,1,1
EXP01560,Kara,manioc,argileux,aucun,5.44,16.3,663.0,64,0,1,5.0,1,1
EXP01561,Savanes,maïs,hydromorphe,aucun,3.07,,616.0,55,1,1,42.0,1,1
EXP01562,Centrale,maïs,sableux,case traditionnelle,2.48,29.7,1430.0,32,0,1,11.0,0,0
EXP01563,Savanes,riz,sableux,case traditionnelle,2.72,13.8,866.0,50,0,1,12.0,0,0
EXP01564,Savanes,maïs,hydromorphe,magasin communautaire,3.16,12.5,992.0,48,0,0,9.0,0,0
EXP01565,Kara,maïs,sableux,case traditionnelle,1.97,18.6,928.0,47,0,1,26.0,0,0
EXP01566,Plateaux,maïs,hydromorphe,aucun,2.17,4.6,890.0,47,0,0,16.0,1,1
EXP01567,Maritime,manioc,argileux,case traditionnelle,7.94,,748.0,70,0,0,11.0,0,0
EXP01568,Maritime,maïs,sableux,magasin communautaire,5.08,11.9,875.0,58,0,0,8.0,0,0
EXP01569,Plateaux,manioc,sableux,aucun,3.93,15.3,1031.0,39,0,0,18.0,0,0
EXP01570,Plateaux,maïs,sableux,aucun,1.73,16.4,1290.0,59,0,1,37.0,0,0
EXP01571,Plateaux,igname,hydromorphe,magasin communautaire,0.48,18.6,1177.0,26,0,0,12.0,0,0
EXP01572,Centrale,maïs,argileux,aucun,3.62,8.0,657.0,33,1,0,16.0,0,0
EXP01573,Centrale,manioc,ferrugineux,case traditionnelle,2.71,2.5,1187.0,25,0,0,4.0,0,0
EXP01574,Kara,maïs,sableux,case traditionnelle,2.14,10.6,1064.0,65,0,0,16.0,0,0
EXP01575,Maritime,maïs,ferrugineux,case traditionnelle,2.4,11.6,800.0,20,0,0,63.0,0,0
EXP01576,Maritime,maïs,hydromorphe,aucun,0.98,2.4,,65,0,0,5.0,1,1
EXP01577,Kara,maïs,sableux,aucun,1.22,7.7,1087.0,62,1,1,19.0,0,0
EXP01578,Kara,maïs,hydromorphe,case traditionnelle,5.09,14.3,961.0,68,1,1,10.0,0,0
EXP01579,Savanes,manioc,argileux,case traditionnelle,0.39,8.7,1065.0,58,0,0,3.0,0,0
EXP01580,Kara,riz,sableux,case traditionnelle,4.61,13.9,743.0,42,0,0,11.0,0,0
EXP01581,Savanes,maïs,,case traditionnelle,6.42,8.4,1428.0,61,0,0,54.0,0,0
EXP01582,Plateaux,manioc,hydromorphe,aucun,3.57,19.5,487.0,70,0,0,19.0,1,1
EXP01583,Plateaux,manioc,sableux,case traditionnelle,3.45,5.7,1089.0,65,0,0,18.0,1,1
EXP01584,Maritime,maïs,argileux,silo métallique,1.21,12.6,1038.0,59,0,0,5.0,0,0
EXP01585,Centrale,manioc,hydromorphe,magasin communautaire,1.36,13.1,1104.0,58,0,0,30.0,1,1
EXP01586,Savanes,maïs,sableux,case traditionnelle,1.84,23.0,780.0,52,0,1,39.0,0,0
EXP01587,Plateaux,maïs,sableux,case traditionnelle,0.82,9.8,,65,0,0,38.0,0,0
EXP01588,Centrale,manioc,ferrugineux,aucun,1.28,35.5,924.0,41,0,0,,1,1
EXP01589,Plateaux,igname,argileux,magasin communautaire,2.71,34.7,665.0,45,0,0,7.0,0,0
EXP01590,Maritime,igname,sableux,magasin communautaire,1.75,6.1,687.0,62,0,1,6.0,0,0
EXP01591,Maritime,igname,ferrugineux,case traditionnelle,2.88,12.4,980.0,32,0,1,2.0,0,0
EXP01592,Maritime,manioc,sableux,aucun,5.08,4.2,567.0,58,1,0,6.0,0,0
EXP01593,Savanes,maïs,sableux,aucun,2.86,17.6,1382.0,24,0,0,19.0,0,0
EXP01594,Plateaux,maïs,argileux,silo métallique,3.47,8.6,1202.0,49,1,0,6.0,0,0
EXP01595,Kara,maïs,ferrugineux,magasin communautaire,0.64,13.7,1388.0,20,0,0,31.0,0,0
EXP01596,Centrale,maïs,hydromorphe,aucun,5.01,10.4,1363.0,70,0,0,35.0,0,0
EXP01597,Maritime,maïs,ferrugineux,case traditionnelle,0.62,60.9,866.0,62,0,0,33.0,0,0
EXP01598,Maritime,manioc,sableux,silo métallique,1.66,,741.0,31,0,0,3.0,0,0
EXP01599,Kara,maïs,sableux,case traditionnelle,1.02,10.6,307.0,26,1,0,18.0,0,0
EXP01600,Maritime,maïs,hydromorphe,magasin communautaire,0.48,24.0,853.0,52,0,0,16.0,1,1
EXP01601,Savanes,riz,argileux,aucun,2.76,26.3,1374.0,65,0,0,33.0,1,1
EXP01602,Maritime,manioc,sableux,aucun,3.68,15.2,751.0,35,1,1,3.0,0,0
EXP01603,Centrale,sorgho,hydromorphe,magasin communautaire,6.53,26.8,900.0,68,0,0,16.0,0,0
EXP01604,Kara,maïs,ferrugineux,magasin communautaire,3.05,54.5,817.0,42,0,0,3.0,1,1
EXP01605,Maritime,manioc,hydromorphe,aucun,1.28,10.0,1040.0,41,0,1,30.0,0,0
EXP01606,Maritime,maïs,,aucun,1.72,4.7,1259.0,36,1,1,1.0,0,0
EXP01607,Savanes,manioc,hydromorphe,silo métallique,0.54,16.7,581.0,33,0,0,53.0,0,0
EXP01608,Maritime,maïs,argileux,case traditionnelle,1.86,25.2,627.0,36,1,0,,1,0
EXP01609,Plateaux,maïs,sableux,case traditionnelle,2.45,33.7,1307.0,27,0,0,14.0,0,0
EXP01610,Plateaux,riz,sableux,aucun,3.58,18.8,1126.0,38,0,0,9.0,1,1
EXP01611,Maritime,maïs,hydromorphe,silo métallique,4.27,12.9,888.0,34,0,0,34.0,0,0
EXP01612,Kara,maïs,sableux,silo métallique,3.49,,1360.0,21,1,0,4.0,0,0
EXP01613,Kara,igname,ferrugineux,silo métallique,1.17,29.1,622.0,37,0,0,1.0,0,0
EXP01614,Plateaux,maïs,ferrugineux,case traditionnelle,0.92,,1173.0,21,0,0,21.0,0,0
EXP01615,Kara,manioc,hydromorphe,case traditionnelle,4.06,2.6,934.0,28,0,0,,0,0
EXP01616,Maritime,manioc,sableux,silo métallique,0.47,43.4,1096.0,56,0,0,19.0,1,1
EXP01617,Maritime,maïs,sableux,case traditionnelle,8.66,5.0,377.0,20,0,0,17.0,1,1
EXP01618,Centrale,manioc,hydromorphe,silo métallique,1.37,25.5,887.0,35,0,0,23.0,0,0
EXP01619,Savanes,maïs,hydromorphe,silo métallique,5.49,14.8,1127.0,54,1,1,14.0,0,0
EXP01620,Maritime,riz,sableux,aucun,1.58,2.8,935.0,20,0,1,11.0,0,0
EXP01621,Maritime,maïs,sableux,case traditionnelle,3.75,11.8,1251.0,57,0,0,15.0,0,0
EXP01622,Plateaux,maïs,ferrugineux,silo métallique,0.95,10.0,1243.0,23,0,0,26.0,0,0
EXP01623,Kara,maïs,hydromorphe,case traditionnelle,2.56,3.5,720.0,21,1,1,28.0,0,0
EXP01624,Maritime,igname,sableux,case traditionnelle,0.57,17.6,1148.0,29,0,0,19.0,0,1
EXP01625,Plateaux,sorgho,argileux,case traditionnelle,3.16,23.1,712.0,63,0,0,1.0,0,0
EXP01626,Kara,igname,hydromorphe,case traditionnelle,0.93,12.4,963.0,21,0,0,18.0,0,0
EXP01627,Plateaux,riz,argileux,aucun,1.06,9.8,1107.0,24,0,0,,0,0
EXP01628,Maritime,riz,sableux,aucun,1.79,18.5,750.0,68,0,0,29.0,0,0
EXP01629,Maritime,manioc,hydromorphe,case traditionnelle,2.08,0.6,1139.0,50,0,1,26.0,0,0
EXP01630,Plateaux,igname,sableux,aucun,3.58,9.0,829.0,48,0,1,7.0,0,0
EXP01631,Plateaux,manioc,argileux,magasin communautaire,3.33,9.5,811.0,21,0,0,23.0,0,0
EXP01632,Kara,manioc,ferrugineux,silo métallique,2.76,12.7,1120.0,39,1,1,16.0,0,0
EXP01633,Centrale,riz,,aucun,4.6,,749.0,48,0,1,8.0,0,0
EXP01634,Centrale,manioc,,magasin communautaire,3.27,1.9,737.0,46,0,1,23.0,0,0
EXP01635,Savanes,maïs,ferrugineux,case traditionnelle,3.44,5.4,1200.0,46,0,0,41.0,0,0
EXP01636,Plateaux,manioc,argileux,case traditionnelle,1.05,,976.0,24,0,0,10.0,0,0
EXP01637,Plateaux,maïs,argileux,magasin communautaire,4.84,9.4,601.0,70,0,1,20.0,0,0
EXP01638,Savanes,sorgho,sableux,aucun,4.44,5.4,1155.0,55,1,0,6.0,0,0
EXP01639,Maritime,manioc,argileux,magasin communautaire,2.86,39.1,852.0,31,1,0,,0,0
EXP01640,Kara,sorgho,ferrugineux,case traditionnelle,4.33,9.8,613.0,69,0,0,15.0,0,0
EXP01641,Kara,manioc,sableux,case traditionnelle,2.42,12.8,348.0,34,0,0,8.0,0,0
EXP01642,Maritime,sorgho,hydromorphe,aucun,6.75,28.8,1167.0,25,0,0,7.0,0,0
EXP01643,Plateaux,maïs,hydromorphe,case traditionnelle,2.67,14.1,744.0,65,1,0,5.0,0,0
EXP01644,Maritime,igname,hydromorphe,silo métallique,2.36,18.4,651.0,26,0,1,35.0,0,0
EXP01645,Maritime,manioc,sableux,silo métallique,3.29,6.5,1103.0,22,0,0,27.0,0,0
EXP01646,Plateaux,maïs,sableux,case traditionnelle,7.7,13.3,1143.0,51,0,1,15.0,0,0
EXP01647,Plateaux,maïs,ferrugineux,case traditionnelle,1.61,36.0,761.0,32,0,1,28.0,1,1
EXP01648,Kara,maïs,sableux,case traditionnelle,3.14,16.8,1169.0,26,0,1,30.0,1,1
EXP01649,Savanes,manioc,argileux,case traditionnelle,1.71,15.1,1443.0,24,0,0,13.0,0,0
EXP01650,Kara,riz,ferrugineux,silo métallique,2.36,10.6,1273.0,25,0,1,6.0,0,0
EXP01651,Maritime,igname,argileux,silo métallique,1.27,4.2,1236.0,68,0,0,20.0,1,0
EXP01652,Maritime,riz,sableux,case traditionnelle,3.37,26.8,1025.0,53,0,0,35.0,1,1
EXP01653,Maritime,manioc,hydromorphe,magasin communautaire,2.52,12.0,844.0,62,0,1,25.0,0,0
EXP01654,Maritime,manioc,sableux,case traditionnelle,4.27,7.3,937.0,51,0,0,40.0,1,1
EXP01655,Savanes,sorgho,sableux,case traditionnelle,5.09,3.8,1056.0,47,0,1,29.0,1,0
EXP01656,Plateaux,sorgho,argileux,silo métallique,5.62,15.7,648.0,30,0,0,57.0,0,0
EXP01657,Maritime,maïs,ferrugineux,silo métallique,1.76,4.8,765.0,69,0,0,21.0,0,0
EXP01658,Kara,igname,ferrugineux,silo métallique,3.29,26.9,607.0,61,0,1,12.0,0,0
EXP01659,Plateaux,manioc,sableux,case traditionnelle,5.87,7.7,1006.0,46,0,0,26.0,0,0
EXP01660,Maritime,sorgho,hydromorphe,magasin communautaire,1.26,13.5,970.0,24,0,0,36.0,0,0
EXP01661,Maritime,igname,ferrugineux,magasin communautaire,2.71,16.6,793.0,58,0,1,18.0,0,0
EXP01662,Centrale,riz,hydromorphe,aucun,1.33,15.3,1147.0,36,0,0,30.0,0,0
EXP01663,Kara,maïs,sableux,magasin communautaire,7.63,23.2,699.0,29,0,0,11.0,0,0
EXP01664,Maritime,manioc,ferrugineux,aucun,5.82,8.3,784.0,57,0,0,29.0,0,0
EXP01665,Savanes,maïs,argileux,case traditionnelle,3.69,12.8,1137.0,62,0,0,75.0,0,0
EXP01666,Kara,sorgho,hydromorphe,magasin communautaire,3.65,19.1,1173.0,50,1,0,11.0,0,0
EXP01667,Kara,maïs,ferrugineux,silo métallique,1.43,33.8,759.0,22,0,0,19.0,0,0
EXP01668,Maritime,riz,ferrugineux,case traditionnelle,6.29,22.1,1006.0,50,1,0,24.0,0,0
EXP01669,Maritime,igname,argileux,magasin communautaire,2.01,24.9,763.0,66,0,1,14.0,0,0
EXP01670,Kara,maïs,ferrugineux,magasin communautaire,1.55,10.0,903.0,54,0,0,11.0,0,0
EXP01671,Plateaux,manioc,hydromorphe,aucun,5.28,16.8,985.0,32,0,1,16.0,0,0
EXP01672,Centrale,riz,sableux,case traditionnelle,1.87,30.6,1084.0,52,0,0,33.0,0,0
EXP01673,Kara,manioc,sableux,aucun,1.6,12.4,1026.0,31,0,0,4.0,0,0
EXP01674,Maritime,maïs,hydromorphe,case traditionnelle,4.44,16.9,1016.0,64,0,1,7.0,0,0
EXP01675,Kara,maïs,ferrugineux,magasin communautaire,0.98,3.0,691.0,62,0,0,14.0,0,0
EXP01676,Savanes,manioc,sableux,magasin communautaire,3.72,20.4,,48,0,0,30.0,0,0
EXP01677,Kara,riz,hydromorphe,case traditionnelle,2.74,15.0,1082.0,26,0,1,16.0,1,0
EXP01678,Plateaux,manioc,ferrugineux,aucun,4.19,,1115.0,39,1,1,9.0,0,0
EXP01679,Kara,maïs,ferrugineux,aucun,3.44,10.2,777.0,25,0,0,42.0,1,0
EXP01680,Plateaux,manioc,sableux,aucun,10.86,2.3,1170.0,58,1,1,18.0,0,0
EXP01681,Kara,manioc,ferrugineux,aucun,2.92,21.0,634.0,54,1,1,11.0,0,0
EXP01682,Kara,maïs,hydromorphe,silo métallique,1.87,7.3,847.0,32,1,0,24.0,0,0
EXP01683,Kara,riz,ferrugineux,magasin communautaire,2.53,3.3,884.0,63,0,0,23.0,0,0
EXP01684,Plateaux,maïs,argileux,aucun,3.42,14.3,647.0,58,0,0,19.0,1,1
EXP01685,Maritime,manioc,sableux,case traditionnelle,7.35,36.6,880.0,67,1,0,9.0,0,0
EXP01686,Maritime,igname,argileux,aucun,3.89,6.4,1003.0,33,0,0,,1,1
EXP01687,Plateaux,manioc,ferrugineux,magasin communautaire,1.37,7.5,512.0,28,0,0,47.0,1,1
EXP01688,Plateaux,riz,hydromorphe,silo métallique,20.95,21.7,855.0,43,0,0,21.0,0,0
EXP01689,Centrale,maïs,hydromorphe,case traditionnelle,4.95,10.9,530.0,32,0,0,4.0,1,1
EXP01690,Plateaux,maïs,sableux,case traditionnelle,1.31,21.0,,57,0,0,63.0,0,1
EXP01691,Kara,maïs,argileux,case traditionnelle,1.06,10.5,1001.0,41,0,0,23.0,0,0
EXP01692,Savanes,sorgho,ferrugineux,magasin communautaire,0.91,9.2,980.0,51,0,0,7.0,0,0
EXP01693,Maritime,sorgho,argileux,case traditionnelle,2.43,6.7,1006.0,27,1,0,29.0,0,0
EXP01694,Kara,maïs,sableux,case traditionnelle,2.51,16.0,1095.0,23,0,0,35.0,1,0
EXP01695,Centrale,maïs,argileux,case traditionnelle,1.52,6.6,1185.0,67,0,0,17.0,0,0
EXP01696,Plateaux,maïs,ferrugineux,magasin communautaire,0.8,8.8,,42,0,0,3.0,0,0
EXP01697,Maritime,manioc,argileux,case traditionnelle,1.07,26.6,1264.0,26,0,0,19.0,0,0
EXP01698,Kara,riz,hydromorphe,aucun,3.94,46.8,1249.0,61,0,0,6.0,0,0
EXP01699,Savanes,riz,hydromorphe,case traditionnelle,2.04,17.4,934.0,25,0,0,24.0,0,0
EXP01700,Kara,igname,ferrugineux,magasin communautaire,1.17,27.3,922.0,70,1,1,9.0,0,0
EXP01701,Savanes,maïs,argileux,case traditionnelle,2.73,9.6,205.0,39,0,0,,0,0
EXP01702,Savanes,riz,argileux,magasin communautaire,3.11,10.7,651.0,43,0,0,12.0,0,0
EXP01703,Plateaux,manioc,ferrugineux,magasin communautaire,3.35,,1075.0,32,0,0,20.0,0,0
EXP01704,Centrale,maïs,hydromorphe,magasin communautaire,2.66,7.4,1238.0,23,0,0,29.0,0,0
EXP01705,Plateaux,igname,sableux,magasin communautaire,2.37,9.1,1125.0,40,0,0,30.0,0,0
EXP01706,Savanes,maïs,sableux,magasin communautaire,5.58,20.5,932.0,38,0,0,8.0,0,0
EXP01707,Maritime,riz,ferrugineux,case traditionnelle,1.11,13.1,1412.0,42,1,1,13.0,0,0
EXP01708,Plateaux,riz,hydromorphe,magasin communautaire,2.15,11.5,1191.0,44,0,0,13.0,0,0
EXP01709,Kara,igname,hydromorphe,case traditionnelle,0.52,11.1,855.0,51,1,0,19.0,0,0
